,dataset,target_coverage,expected_coverage,coverage,mse_expected,mse_filtered,mse_prop_base,comparison_loss
29,11_analcatdata_supreme,1.0,1.0,1.0,0.17536403547798712,0.16472003378821626,1.0,0.007271740757631782
30,12_space_ga,0.1,0.13458445040214478,0.15942028985507245,6376270706366.389,2698207325275.6763,0.09316761479430505,10160539402180.172
31,12_space_ga,0.2,0.6112600536193029,0.6006441223832528,9710268722033.428,7838727328259.665,0.48482956632489144,10160539402180.172
32,12_space_ga,0.30000000000000004,0.6112600536193029,0.6006441223832528,9710268722033.428,7838727328259.665,0.48482956632489144,10160539402180.172
33,12_space_ga,0.4,0.6112600536193029,0.6006441223832528,9710268722033.428,7838727328259.665,0.48482956632489144,10160539402180.172
34,12_space_ga,0.5,0.6112600536193029,0.6006441223832528,9710268722033.428,7838727328259.665,0.48482956632489144,10160539402180.172
35,12_space_ga,0.6,0.6112600536193029,0.6006441223832528,9710268722033.428,7838727328259.665,0.48482956632489144,10160539402180.172
36,12_space_ga,0.7000000000000001,0.8042895442359249,0.8059581320450886,11470223271430.137,10091234868612.143,0.7735026175132802,10160539402180.172
37,12_space_ga,0.8,0.8042895442359249,0.8059581320450886,11470223271430.137,10091234868612.143,0.7735026175132802,10160539402180.172
38,12_space_ga,0.9,0.9152815013404826,0.9162640901771336,12867239432018.826,11443376298554.426,0.8851094320020013,10160539402180.172
39,12_space_ga,1.0,1.0,1.0,14601452824628.084,12570377730990.387,1.0,10160539402180.172
40,13_balloon,0.1,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
41,13_balloon,0.2,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
42,13_balloon,0.30000000000000004,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
43,13_balloon,0.4,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
44,13_balloon,0.5,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
45,13_balloon,0.6,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
46,13_balloon,0.7000000000000001,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
47,13_balloon,0.8,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
48,13_balloon,0.9,0.9683597002497918,0.975,0.0008830384817245163,0.0008157609111670171,0.5927597358830049,9.750066224999951e-05
49,13_balloon,1.0,1.0,1.0,0.0014167852150700894,0.0013042201188212838,1.0,9.750066224999951e-05
50,14_pm10,0.1,0.15614617940199335,0.10552763819095477,21234.80615375499,43324.04241286742,0.6287634212123543,39029.14622864322
51,14_pm10,0.2,0.22591362126245848,0.1708542713567839,23112.992865744658,57395.63233251932,0.951535223416027,39029.14622864322
52,14_pm10,0.30000000000000004,0.36212624584717606,0.2864321608040201,26183.940959338808,53514.41694272844,0.9794370230218822,39029.14622864322
53,14_pm10,0.4,0.4584717607973422,0.4120603015075377,28366.35525565349,48904.64464909952,0.9639090482596793,39029.14622864322
54,14_pm10,0.5,0.6046511627906976,0.5226130653266332,30691.270964609703,46436.70390096972,0.9544280438658158,39029.14622864322
55,14_pm10,0.6,0.6046511627906976,0.5226130653266332,30691.270964609703,46436.70390096972,0.9544280438658158,39029.14622864322
56,14_pm10,0.7000000000000001,0.7242524916943521,0.6582914572864321,32354.451485822527,43925.6787503503,0.9171908929141164,39029.14622864322
57,14_pm10,0.8,0.9335548172757475,0.8693467336683417,36369.6876862457,43551.31830091713,0.9611468475304367,39029.14622864322
58,14_pm10,0.9,0.9335548172757475,0.8693467336683417,36369.6876862457,43551.31830091713,0.9611468475304367,39029.14622864322
59,14_pm10,1.0,1.0,1.0,38564.24929864192,42027.70791602459,1.0,39029.14622864322
60,15_pollen,0.1,0.18319618882633174,0.17803768680961662,1117390.7186273935,1212443.123580405,0.8980956986231112,1320404.0909948668
61,15_pollen,0.2,0.5980944131658726,0.5984405458089669,1167967.0117501027,1217456.3561678885,1.0091273158701077,1320404.0909948668
62,15_pollen,0.30000000000000004,0.5980944131658726,0.5984405458089669,1167967.0117501027,1217456.3561678885,1.0091273158701077,1320404.0909948668
63,15_pollen,0.4,0.5980944131658726,0.5984405458089669,1167967.0117501027,1217456.3561678885,1.0091273158701077,1320404.0909948668
64,15_pollen,0.5,0.5980944131658726,0.5984405458089669,1167967.0117501027,1217456.3561678885,1.0091273158701077,1320404.0909948668
65,15_pollen,0.6,0.9034213945430922,0.9051332033788174,1230653.9716613512,1201318.5892581865,0.9990490545757679,1320404.0909948668
66,15_pollen,0.7000000000000001,0.9034213945430922,0.9051332033788174,1230653.9716613512,1201318.5892581865,0.9990490545757679,1320404.0909948668
67,15_pollen,0.8,0.9034213945430922,0.9051332033788174,1230653.9716613512,1201318.5892581865,0.9990490545757679,1320404.0909948668
68,15_pollen,0.9,0.9034213945430922,0.9051332033788174,1230653.9716613512,1201318.5892581865,0.9990490545757679,1320404.0909948668
69,15_pollen,1.0,1.0,1.0,1262680.3106094257,1202712.1446861983,1.0,1320404.0909948668
70,16_houses,0.1,0.31408962454582157,0.3125378558449425,0.07799779858458802,0.050489602454675694,0.07009447117506731,0.15242542236220502
71,16_houses,0.2,0.31408962454582157,0.3125378558449425,0.07799779858458802,0.050489602454675694,0.07009447117506731,0.15242542236220502
72,16_houses,0.30000000000000004,0.31408962454582157,0.3125378558449425,0.07799779858458802,0.050489602454675694,0.07009447117506731,0.15242542236220502
73,16_houses,0.4,0.4692773516350424,0.47522713506965475,0.11223034313117848,0.08432843568549227,0.1628629893200102,0.15242542236220502
74,16_houses,0.5,0.5547032700847799,0.5577225923682616,0.1371746997417172,0.1264367127836075,0.3183452906564649,0.15242542236220502
75,16_houses,0.6,0.7635042389987888,0.7718958207147184,0.19854264169997665,0.1930756872720757,0.4803615337114828,0.15242542236220502
76,16_houses,0.7000000000000001,0.7635042389987888,0.7718958207147184,0.19854264169997665,0.1930756872720757,0.4803615337114828,0.15242542236220502
77,16_houses,0.8,0.8141299959628583,0.8188976377952756,0.2185877684771282,0.20311300294203435,0.4908704610166634,0.15242542236220502
78,16_houses,0.9,0.9383124747678644,0.94076317383404,0.3170836156124499,0.2966025045448485,0.709319078793946,0.15242542236220502
79,16_houses,1.0,1.0,1.0,0.3918883229576648,0.3944275416543215,1.0,0.15242542236220502
80,18_no2,0.1,0.15282392026578073,0.11557788944723618,19348.743997773043,35426.336070553756,0.5206131106936905,32756.029831155778
81,18_no2,0.2,0.20930232558139536,0.19597989949748743,22172.819719482355,27152.60040599196,0.5860986784051553,32756.029831155778
82,18_no2,0.30000000000000004,0.31893687707641194,0.2864321608040201,26698.00813691973,31436.764311880113,0.7645880757853815,32756.029831155778
83,18_no2,0.4,0.8205980066445183,0.8492462311557789,33570.414830653,35344.29385656699,0.9259188290237903,32756.029831155778
84,18_no2,0.5,0.8205980066445183,0.8492462311557789,33570.414830653,35344.29385656699,0.9259188290237903,32756.029831155778
85,18_no2,0.6,0.8205980066445183,0.8492462311557789,33570.414830653,35344.29385656699,0.9259188290237903,32756.029831155778
86,18_no2,0.7000000000000001,0.8205980066445183,0.8492462311557789,33570.414830653,35344.29385656699,0.9259188290237903,32756.029831155778
87,18_no2,0.8,0.8205980066445183,0.8492462311557789,33570.414830653,35344.29385656699,0.9259188290237903,32756.029831155778
88,18_no2,0.9,0.9700996677740864,0.9698492462311558,37605.22955119903,36727.3036058854,1.0015861962455712,32756.029831155778
89,18_no2,1.0,1.0,1.0,38736.20334574221,35994.6291899556,1.0,32756.029831155778
90,19_strikes,0.1,0.19414893617021275,0.19678714859437751,0.0064707784494591565,0.000706080009121966,0.0058506804930898455,0.009410115461847387
91,19_strikes,0.2,0.20212765957446807,0.20883534136546184,0.0072053375424056335,0.0007120245833608074,0.0058417209433144265,0.009410115461847387
